1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51
chr10:28133538_+	0.02	0.02	0.02	0	0	0	0	0	0.02	0.02	0.04	0.06	0.06	0.06	0.06	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
chr10:40237784_-	0.32	0.32	0.32	0.32	0.32	0.32	0.34	0.32	0.32	0.32	0.34	0.34	0.34	0.34	0.34	0.32	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.28	0.28	0.26	0.28	0.26	0.24	0.24	0.24	0.22	0.2	0.18	0.18	0.18	0.18	0.18	0.16	0.16	0.16	0.18	0.16	0.18	0.18	0.2	0.2	0.2	0.2	0.2	0.2
chr10:4053005_+	0.26	0.26	0.26	0.28	0.3	0.28	0.28	0.28	0.26	0.26	0.28	0.3	0.3	0.3	0.32	0.32	0.34	0.34	0.34	0.34	0.36	0.36	0.36	0.36	0.38	0.38	0.38	0.38	0.38	0.38	0.38	0.4	0.4	0.4	0.4	0.4	0.38	0.36	0.34	0.34	0.36	0.38	0.36	0.34	0.36	0.36	0.34	0.34	0.36	0.34	0.36
chr10:42273441_-	0.28	0.28	0.28	0.3	0.3	0.3	0.28	0.3	0.3	0.3	0.28	0.28	0.26	0.26	0.28	0.28	0.26	0.28	0.3	0.3	0.3	0.3	0.3	0.3	0.32	0.32	0.32	0.32	0.3	0.3	0.32	0.34	0.34	0.32	0.32	0.34	0.34	0.32	0.32	0.32	0.32	0.3	0.3	0.3	0.3	0.3	0.3	0.28	0.28	0.3	0.3
chr10:50650732_+	0.38	0.4	0.4	0.4	0.4	0.42	0.42	0.4	0.42	0.42	0.42	0.42	0.4	0.4	0.4	0.4	0.4	0.38	0.38	0.36	0.36	0.36	0.36	0.36	0.36	0.34	0.34	0.34	0.36	0.34	0.34	0.32	0.32	0.3	0.3	0.28	0.3	0.28	0.26	0.26	0.26	0.24	0.26	0.26	0.24	0.24	0.24	0.22	0.22	0.24	0.26
chr10:53368004_-	0.08	0.08	0.08	0.1	0.1	0.12	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.08	0.08	0.1	0.1	0.1	0.12	0.12	0.12	0.12	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.16	0.16	0.16	0.18	0.18	0.18	0.18	0.18	0.18	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.18
chr10:53586985_-	0.22	0.22	0.22	0.24	0.24	0.24	0.22	0.22	0.24	0.22	0.2	0.22	0.24	0.24	0.24	0.24	0.24	0.24	0.24	0.24	0.24	0.26	0.26	0.26	0.28	0.28	0.28	0.28	0.26	0.28	0.28	0.28	0.28	0.26	0.26	0.26	0.28	0.26	0.24	0.26	0.26	0.28	0.28	0.28	0.26	0.24	0.26	0.26	0.26	0.26	0.26
chr10:53610170_-	0.2	0.18	0.2	0.18	0.16	0.14	0.14	0.12	0.12	0.12	0.12	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.08	0.08	0.08	0.1	0.08	0.08	0.08	0.08	0.06	0.06	0.06	0.08	0.08	0.08	0.08	0.1	0.1	0.1	0.1	0.1	0.1	0.12	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.14
chr10:54064635_-	0	0	0	0	0	0	0	0	0	0.02	0.04	0.06	0.06	0.06	0.06	0.06	0.06	0.06	0.06	0.06	0.06	0.06	0.06	0.06	0.06	0.06	0.06	0.06	0.06	0.06	0.06	0.08	0.08	0.08	0.08	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.12	0.12	0.12	0.12	0.14	0.14	0.16
chr10:58325259_+	0.22	0.24	0.24	0.26	0.26	0.28	0.28	0.28	0.28	0.3	0.3	0.3	0.3	0.28	0.28	0.28	0.28	0.28	0.28	0.26	0.26	0.26	0.26	0.26	0.28	0.26	0.26	0.24	0.24	0.22	0.22	0.22	0.22	0.22	0.22	0.2	0.18	0.18	0.18	0.18	0.18	0.16	0.16	0.16	0.16	0.16	0.16	0.14	0.14	0.12	0.1
chr10:58459050_+	0.28	0.28	0.28	0.28	0.28	0.26	0.26	0.24	0.26	0.24	0.26	0.26	0.26	0.26	0.26	0.26	0.26	0.26	0.24	0.26	0.26	0.26	0.26	0.24	0.24	0.24	0.24	0.22	0.22	0.22	0.22	0.22	0.22	0.22	0.22	0.22	0.24	0.24	0.24	0.22	0.22	0.22	0.22	0.22	0.24	0.24	0.24	0.22	0.2	0.2	0.2
chr10:58461698_+	0.12	0.1	0.1	0.12	0.1	0.1	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.14	0.14	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.14	0.14	0.12	0.12	0.14	0.14	0.14	0.14	0.14	0.12	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
chr10:60445890_-	0.06	0.04	0.04	0.02	0.02	0.02	0.02	0.02	0	0.02	0.04	0.04	0.04	0.06	0.08	0.1	0.1	0.12	0.14	0.14	0.14	0.16	0.16	0.16	0.16	0.16	0.18	0.18	0.2	0.2	0.2	0.2	0.2	0.22	0.22	0.22	0.22	0.22	0.22	0.24	0.24	0.24	0.24	0.24	0.24	0.24	0.24	0.24	0.24	0.24	0.24
chr10:61222715_-	0.16	0.18	0.16	0.16	0.18	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.18	0.18	0.18	0.18	0.18	0.2	0.2	0.2	0.22	0.24	0.24	0.24	0.24	0.24	0.24	0.24	0.26	0.26	0.26	0.26	0.26	0.26	0.26	0.26	0.28	0.28	0.26	0.26	0.26
chr10:62505866_-	0.08	0.06	0.06	0.06	0.06	0.06	0.04	0.04	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.04	0.04	0.04	0.04	0.06	0.06	0.06	0.06	0.06	0.06	0.06	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.06	0.08	0.08	0.08
chr10:62926282_+	0.26	0.26	0.24	0.24	0.26	0.26	0.26	0.26	0.24	0.24	0.24	0.24	0.22	0.22	0.2	0.18	0.16	0.16	0.14	0.14	0.14	0.12	0.12	0.12	0.14	0.14	0.14	0.14	0.14	0.14	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.1	0.1	0.1	0.08	0.08	0.08	0.06	0.06	0.06	0.06	0.06	0.06	0.08	0.06
chr10:67907538_-	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.1	0.08	0.08	0.08	0.08	0.08	0.08	0.1	0.1	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.1	0.1	0.12	0.12	0.12	0.12	0.12	0.12	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.16	0.16	0.16	0.14	0.14	0.14	0.12	0.12	0.12	0.12	0.14	0.14	0.12
chr10:70138789_+	0.22	0.22	0.2	0.2	0.18	0.18	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.14	0.14	0.16	0.14	0.16	0.18	0.18	0.16	0.16	0.18	0.16	0.16	0.16	0.16	0.14	0.12	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.16	0.16	0.14	0.14	0.14
chr10:77344188_-	0.26	0.26	0.26	0.26	0.24	0.24	0.24	0.24	0.22	0.22	0.2	0.18	0.16	0.16	0.14	0.14	0.14	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.08	0.08	0.08	0.06	0.06	0.06	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.02	0.02	0.02	0.02	0
chr10:84667505_+	0.16	0.18	0.2	0.18	0.18	0.16	0.16	0.16	0.16	0.18	0.18	0.16	0.16	0.16	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.16	0.16	0.16	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.16	0.16	0.16	0.16	0.16	0.16	0.18	0.18	0.16	0.16	0.14	0.14	0.14	0.14	0.14	0.16	0.16	0.16
chr10:99018220_+	0.24	0.24	0.24	0.22	0.22	0.22	0.2	0.2	0.2	0.2	0.22	0.22	0.22	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.18	0.16	0.16	0.16	0.16	0.16	0.14	0.14	0.14	0.14	0.14	0.16	0.16	0.16	0.14	0.14	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.1	0.1	0.12	0.12	0.1
chr11:100504876_-	0.34	0.34	0.34	0.34	0.34	0.34	0.32	0.3	0.3	0.32	0.32	0.34	0.34	0.34	0.36	0.36	0.34	0.34	0.34	0.36	0.36	0.36	0.38	0.4	0.4	0.42	0.44	0.44	0.46	0.46	0.46	0.46	0.48	0.48	0.48	0.48	0.5	0.52	0.52	0.52	0.52	0.52	0.5	0.48	0.5	0.5	0.5	0.5	0.5	0.52	0.52
chr11:100518750_-	0.06	0.08	0.08	0.1	0.1	0.1	0.1	0.1	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.1	0.1	0.12	0.12	0.12	0.12	0.14	0.14	0.14	0.16	0.16	0.18	0.18	0.18	0.2	0.22	0.22	0.22	0.22	0.22	0.22	0.22	0.24	0.24	0.24	0.24	0.24	0.24	0.24	0.24	0.26	0.26	0.24	0.24	0.24
chr11:100613382_-	0.18	0.18	0.18	0.18	0.18	0.18	0.18	0.18	0.18	0.18	0.18	0.18	0.18	0.18	0.18	0.18	0.16	0.16	0.18	0.18	0.18	0.18	0.18	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.18	0.18	0.18	0.2	0.18	0.18	0.2	0.2	0.22	0.24	0.22	0.22	0.22	0.24	0.24	0.26	0.26	0.26	0.26	0.24	0.24
chr11:100926242_-	0.24	0.24	0.24	0.24	0.24	0.26	0.24	0.22	0.24	0.24	0.24	0.24	0.24	0.26	0.26	0.28	0.3	0.28	0.28	0.3	0.3	0.32	0.32	0.3	0.28	0.3	0.3	0.3	0.3	0.32	0.32	0.32	0.32	0.32	0.32	0.32	0.3	0.3	0.3	0.28	0.26	0.26	0.26	0.26	0.26	0.24	0.26	0.26	0.24	0.24	0.24
chr11:102498236_-	0.3	0.3	0.28	0.3	0.28	0.26	0.26	0.24	0.24	0.24	0.24	0.26	0.26	0.24	0.22	0.22	0.22	0.22	0.2	0.2	0.22	0.2	0.2	0.2	0.2	0.2	0.2	0.22	0.22	0.22	0.24	0.24	0.24	0.24	0.24	0.24	0.26	0.26	0.28	0.26	0.28	0.3	0.32	0.3	0.3	0.3	0.3	0.3	0.32	0.32	0.34
chr11:103606850_-	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.06	0.06	0.06	0.06	0.06	0.06	0.06	0.06	0.08	0.08	0.08	0.08	0.1	0.1	0.12	0.12	0.12	0.12	0.12	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.16	0.18	0.18
chr11:103948015_-	0.22	0.2	0.2	0.2	0.22	0.24	0.24	0.22	0.22	0.22	0.24	0.22	0.22	0.24	0.26	0.26	0.24	0.24	0.22	0.22	0.22	0.22	0.24	0.24	0.26	0.24	0.24	0.24	0.24	0.24	0.22	0.2	0.2	0.22	0.22	0.22	0.22	0.22	0.22	0.24	0.24	0.26	0.28	0.26	0.26	0.26	0.26	0.26	0.28	0.3	0.3
chr11:105320003_+	0.06	0.06	0.06	0.06	0.06	0.06	0.06	0.06	0.08	0.08	0.08	0.08	0.08	0.08	0.1	0.1	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.14	0.14	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.12	0.12
chr11:106066807_+	0.34	0.36	0.36	0.36	0.34	0.36	0.38	0.38	0.38	0.36	0.34	0.34	0.34	0.34	0.32	0.32	0.3	0.3	0.3	0.3	0.3	0.32	0.32	0.3	0.28	0.28	0.3	0.3	0.3	0.28	0.28	0.28	0.28	0.26	0.26	0.26	0.28	0.28	0.26	0.26	0.28	0.3	0.3	0.3	0.28	0.26	0.26	0.24	0.26	0.26	0.26
chr11:106123115_+	0.14	0.14	0.14	0.14	0.14	0.14	0.16	0.16	0.18	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.22	0.2	0.22	0.22	0.22	0.22	0.22	0.22	0.22	0.2	0.2	0.2	0.22	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.18	0.18	0.18	0.18	0.18	0.18	0.16	0.14	0.12	0.12	0.12	0.12	0.12
chr11:106245592_+	0.18	0.18	0.18	0.18	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.18	0.18	0.18	0.18	0.18	0.18	0.18	0.18	0.16	0.16	0.16	0.18	0.18	0.2	0.2	0.2	0.2	0.2	0.18	0.18	0.2	0.2	0.2	0.18	0.18	0.18	0.18	0.18	0.18	0.18	0.2	0.2	0.18	0.18	0.2	0.2	0.18	0.18	0.16	0.16
chr11:106993985_-	0.12	0.12	0.1	0.1	0.1	0.08	0.08	0.08	0.06	0.06	0.06	0.06	0.06	0.06	0.06	0.04	0.04	0.04	0.04	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0	0	0	0	0	0	0	0	0	0	0	0
chr11:109607757_-	0.24	0.24	0.22	0.24	0.24	0.26	0.28	0.28	0.26	0.28	0.3	0.32	0.32	0.3	0.28	0.28	0.28	0.28	0.28	0.26	0.24	0.22	0.22	0.2	0.18	0.18	0.18	0.16	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.12
chr11:115506261_-	0.12	0.14	0.14	0.14	0.16	0.16	0.16	0.16	0.16	0.14	0.14	0.16	0.16	0.18	0.16	0.16	0.18	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.22	0.22	0.22	0.22	0.22	0.22	0.22	0.22	0.24	0.24	0.24	0.26	0.28	0.28	0.28	0.28	0.28	0.28	0.28	0.28	0.3	0.3	0.3	0.3
chr11:115917009_-	0.14	0.14	0.14	0.14	0.14	0.12	0.1	0.1	0.1	0.12	0.14	0.14	0.16	0.14	0.14	0.14	0.16	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.16	0.16	0.16	0.16	0.18	0.18	0.18	0.18	0.18	0.16	0.18	0.18	0.18	0.18	0.18	0.2	0.22	0.24	0.24
chr11:116485233_-	0.4	0.38	0.4	0.38	0.36	0.34	0.34	0.34	0.34	0.36	0.36	0.36	0.36	0.34	0.32	0.3	0.3	0.3	0.3	0.3	0.3	0.28	0.28	0.3	0.3	0.3	0.3	0.3	0.28	0.28	0.3	0.28	0.28	0.26	0.24	0.22	0.22	0.2	0.2	0.2	0.2	0.2	0.18	0.18	0.2	0.2	0.2	0.18	0.18	0.18	0.18
chr11:119219219_-	0.32	0.32	0.32	0.32	0.34	0.36	0.38	0.38	0.38	0.4	0.4	0.38	0.38	0.36	0.34	0.32	0.32	0.3	0.32	0.34	0.32	0.34	0.34	0.34	0.34	0.36	0.36	0.38	0.36	0.36	0.36	0.36	0.34	0.36	0.36	0.36	0.36	0.36	0.36	0.34	0.32	0.32	0.32	0.3	0.28	0.28	0.26	0.26	0.26	0.26	0.26
chr11:120889448_-	0.38	0.38	0.4	0.42	0.44	0.42	0.42	0.4	0.4	0.4	0.42	0.42	0.42	0.42	0.4	0.4	0.42	0.42	0.44	0.44	0.42	0.42	0.42	0.4	0.4	0.38	0.38	0.38	0.4	0.38	0.36	0.34	0.32	0.32	0.32	0.32	0.32	0.32	0.3	0.3	0.3	0.28	0.28	0.3	0.28	0.28	0.28	0.28	0.3	0.3	0.3
chr11:121460815_+	0.28	0.3	0.32	0.3	0.3	0.32	0.34	0.34	0.36	0.36	0.36	0.34	0.34	0.34	0.32	0.3	0.28	0.3	0.32	0.32	0.32	0.34	0.36	0.38	0.38	0.4	0.42	0.42	0.42	0.44	0.46	0.48	0.48	0.48	0.48	0.48	0.5	0.52	0.5	0.48	0.5	0.52	0.5	0.48	0.48	0.48	0.48	0.48	0.5	0.5	0.48
chr11:12303172_-	0.24	0.26	0.26	0.26	0.28	0.28	0.28	0.28	0.28	0.28	0.28	0.26	0.26	0.28	0.28	0.28	0.28	0.28	0.26	0.26	0.26	0.26	0.26	0.28	0.28	0.28	0.28	0.26	0.24	0.24	0.26	0.26	0.26	0.24	0.24	0.22	0.22	0.22	0.22	0.22	0.22	0.22	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2
chr11:16260421_+	0.46	0.44	0.44	0.42	0.42	0.4	0.4	0.38	0.38	0.36	0.36	0.34	0.34	0.34	0.34	0.32	0.32	0.32	0.32	0.3	0.3	0.28	0.28	0.26	0.26	0.24	0.24	0.22	0.22	0.2	0.2	0.18	0.18	0.16	0.16	0.14	0.14	0.12	0.12	0.1	0.1	0.1	0.1	0.08	0.08	0.06	0.06	0.06	0.06	0.06	0.06
chr11:19973580_+	0.32	0.32	0.32	0.3	0.32	0.32	0.3	0.32	0.32	0.34	0.32	0.32	0.3	0.28	0.28	0.26	0.26	0.28	0.28	0.26	0.26	0.26	0.24	0.24	0.22	0.22	0.2	0.2	0.18	0.16	0.16	0.18	0.18	0.18	0.18	0.16	0.18	0.16	0.16	0.16	0.16	0.14	0.16	0.18	0.18	0.18	0.18	0.16	0.16	0.18	0.18
chr11:23279258_+	0.24	0.24	0.24	0.22	0.22	0.22	0.22	0.22	0.22	0.24	0.26	0.24	0.22	0.22	0.24	0.22	0.22	0.22	0.22	0.22	0.2	0.18	0.2	0.2	0.2	0.2	0.2	0.2	0.22	0.22	0.22	0.22	0.22	0.22	0.22	0.22	0.22	0.22	0.2	0.2	0.22	0.24	0.26	0.26	0.26	0.28	0.28	0.3	0.3	0.32	0.32
chr11:23357456_+	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.1	0.1	0.1	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.1	0.1	0.1	0.1	0.1	0.08	0.08	0.08	0.08	0.08	0.06	0.06	0.08	0.08	0.1
chr11:26174428_-	0.22	0.22	0.24	0.24	0.24	0.24	0.24	0.22	0.2	0.2	0.2	0.2	0.2	0.18	0.18	0.18	0.18	0.16	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.16	0.14	0.14	0.14	0.12	0.12	0.12	0.12	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.14
chr11:26444002_+	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.12	0.12	0.12	0.12	0.12	0.1	0.1	0.08	0.06	0.04	0.04	0.04	0.04	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02
chr11:29382948_+	0.22	0.2	0.2	0.2	0.2	0.2	0.22	0.22	0.22	0.2	0.2	0.2	0.2	0.18	0.18	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.14	0.14	0.14	0.14	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.14	0.14	0.14	0.14	0.16	0.16	0.14	0.14	0.14	0.12	0.12	0.12	0.12	0.1	0.08
chr11:32207887_+	0.26	0.28	0.28	0.28	0.28	0.28	0.28	0.26	0.26	0.24	0.24	0.24	0.22	0.22	0.22	0.22	0.22	0.22	0.22	0.22	0.2	0.2	0.2	0.18	0.18	0.18	0.2	0.2	0.2	0.22	0.24	0.24	0.24	0.22	0.24	0.24	0.22	0.22	0.22	0.22	0.24	0.26	0.24	0.24	0.24	0.24	0.26	0.26	0.28	0.28	0.3
chr11:32217777_-	0.28	0.3	0.32	0.32	0.34	0.34	0.36	0.38	0.4	0.4	0.4	0.4	0.42	0.44	0.42	0.44	0.44	0.42	0.44	0.44	0.44	0.44	0.42	0.44	0.42	0.42	0.42	0.42	0.42	0.42	0.4	0.4	0.42	0.42	0.4	0.4	0.4	0.4	0.4	0.42	0.44	0.46	0.46	0.48	0.5	0.5	0.5	0.5	0.48	0.46	0.44
chr11:32497867_+	0.2	0.2	0.2	0.2	0.2	0.18	0.18	0.18	0.2	0.22	0.22	0.2	0.2	0.2	0.22	0.2	0.2	0.22	0.24	0.24	0.24	0.24	0.22	0.24	0.24	0.24	0.26	0.26	0.26	0.26	0.26	0.26	0.26	0.26	0.24	0.22	0.24	0.26	0.26	0.24	0.24	0.24	0.26	0.26	0.26	0.26	0.26	0.24	0.24	0.24	0.24
chr11:3296792_+	0.28	0.28	0.28	0.28	0.26	0.24	0.24	0.22	0.22	0.22	0.22	0.24	0.22	0.22	0.2	0.2	0.2	0.18	0.18	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.14	0.14	0.16	0.18	0.2	0.2	0.18	0.18	0.2	0.2	0.2	0.22	0.2	0.2	0.2	0.2	0.2	0.2	0.18	0.18	0.18	0.18	0.18
chr11:33153719_-	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.18	0.18	0.16	0.14	0.14	0.14	0.16	0.16	0.16	0.18	0.16	0.18	0.2	0.18	0.18	0.18	0.18	0.18	0.16	0.18	0.18	0.18	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.14	0.14	0.14	0.14	0.14	0.14	0.12	0.12	0.1	0.1	0.1
chr11:35783004_+	0.34	0.34	0.34	0.36	0.38	0.38	0.36	0.38	0.38	0.38	0.38	0.38	0.38	0.36	0.36	0.34	0.34	0.32	0.3	0.3	0.32	0.34	0.32	0.32	0.32	0.32	0.3	0.32	0.3	0.28	0.28	0.28	0.28	0.26	0.24	0.22	0.2	0.18	0.2	0.2	0.2	0.18	0.18	0.18	0.18	0.18	0.16	0.16	0.16	0.14	0.14
chr11:43423092_-	0.24	0.26	0.26	0.24	0.24	0.26	0.26	0.26	0.26	0.26	0.26	0.26	0.26	0.28	0.28	0.28	0.26	0.24	0.26	0.26	0.24	0.26	0.26	0.26	0.26	0.28	0.28	0.3	0.3	0.32	0.32	0.32	0.3	0.3	0.32	0.32	0.3	0.28	0.28	0.28	0.28	0.26	0.28	0.26	0.26	0.26	0.26	0.24	0.24	0.24	0.22
chr11:4538064_-	0.28	0.3	0.3	0.32	0.32	0.32	0.32	0.32	0.32	0.32	0.32	0.3	0.28	0.28	0.26	0.26	0.28	0.28	0.28	0.3	0.28	0.28	0.26	0.26	0.26	0.26	0.26	0.28	0.28	0.28	0.3	0.28	0.3	0.3	0.3	0.3	0.28	0.28	0.26	0.26	0.26	0.26	0.28	0.26	0.26	0.24	0.22	0.22	0.22	0.22	0.24
chr11:4923314_+	0.22	0.22	0.22	0.22	0.24	0.22	0.24	0.24	0.24	0.22	0.24	0.26	0.26	0.24	0.24	0.24	0.22	0.24	0.24	0.26	0.26	0.26	0.26	0.26	0.26	0.26	0.28	0.28	0.26	0.26	0.26	0.26	0.26	0.24	0.22	0.22	0.22	0.22	0.22	0.22	0.22	0.22	0.22	0.22	0.22	0.22	0.2	0.2	0.18	0.18	0.18
chr11:5040692_+	0.3	0.3	0.3	0.32	0.34	0.34	0.32	0.32	0.32	0.32	0.3	0.3	0.3	0.32	0.32	0.34	0.36	0.36	0.38	0.4	0.42	0.42	0.44	0.46	0.48	0.5	0.5	0.48	0.48	0.46	0.46	0.46	0.46	0.48	0.46	0.48	0.5	0.52	0.52	0.5	0.5	0.5	0.5	0.5	0.5	0.48	0.46	0.46	0.46	0.46	0.46
chr11:51268774_+	0.26	0.26	0.26	0.26	0.24	0.24	0.24	0.24	0.24	0.26	0.24	0.22	0.24	0.24	0.26	0.26	0.28	0.28	0.28	0.28	0.26	0.26	0.26	0.24	0.24	0.24	0.26	0.26	0.24	0.24	0.24	0.24	0.24	0.26	0.26	0.24	0.24	0.24	0.24	0.24	0.24	0.24	0.24	0.24	0.24	0.24	0.22	0.24	0.22	0.22	0.22
chr11:54495349_+	0.14	0.14	0.14	0.14	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.14	0.14	0.14	0.14	0.14	0.12	0.12	0.12	0.12	0.14	0.12	0.12	0.12	0.12	0.12	0.1	0.1	0.12	0.1	0.1	0.1	0.1	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.1	0.1	0.1	0.1	0.1	0.1	0.1
chr11:54575048_+	0.2	0.18	0.18	0.16	0.18	0.2	0.22	0.22	0.22	0.22	0.22	0.22	0.22	0.22	0.2	0.18	0.16	0.16	0.16	0.18	0.18	0.18	0.18	0.18	0.18	0.18	0.18	0.18	0.18	0.18	0.18	0.18	0.18	0.18	0.16	0.16	0.16	0.16	0.14	0.14	0.14	0.14	0.14	0.16	0.16	0.16	0.18	0.18	0.18	0.2	0.22
chr11:57523680_+	0.28	0.26	0.26	0.28	0.28	0.26	0.26	0.24	0.22	0.22	0.22	0.2	0.18	0.18	0.18	0.18	0.16	0.14	0.14	0.14	0.14	0.14	0.14	0.12	0.1	0.1	0.08	0.08	0.08	0.08	0.08	0.08	0.06	0.06	0.06	0.04	0.02	0.04	0.06	0.06	0.06	0.06	0.06	0.06	0.06	0.06	0.06	0.06	0.06	0.08	0.1
chr11:60177503_+	0.34	0.36	0.36	0.36	0.34	0.34	0.32	0.32	0.3	0.28	0.3	0.3	0.3	0.32	0.3	0.3	0.3	0.28	0.28	0.3	0.32	0.32	0.3	0.32	0.32	0.34	0.34	0.36	0.38	0.38	0.38	0.38	0.36	0.34	0.34	0.32	0.3	0.28	0.28	0.3	0.32	0.32	0.34	0.34	0.36	0.34	0.34	0.34	0.34	0.34	0.34
chr11:60758569_-	0.14	0.14	0.14	0.16	0.16	0.16	0.18	0.18	0.16	0.14	0.14	0.14	0.14	0.14	0.14	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.14	0.14	0.14	0.16	0.16	0.16	0.14	0.14	0.14	0.16	0.16	0.16	0.18	0.2	0.2	0.18	0.18	0.18	0.18	0.18	0.18	0.2	0.2	0.2	0.2	0.2	0.2	0.2
chr11:60769023_-	0.38	0.36	0.36	0.36	0.36	0.36	0.36	0.36	0.36	0.36	0.36	0.34	0.32	0.32	0.32	0.32	0.3	0.32	0.3	0.3	0.3	0.32	0.3	0.32	0.32	0.34	0.34	0.36	0.36	0.36	0.34	0.36	0.34	0.36	0.34	0.36	0.36	0.34	0.34	0.36	0.36	0.34	0.34	0.34	0.32	0.32	0.32	0.32	0.32	0.32	0.3
