ID	strand	Average MAPQ	Counts_Unique	Counts_Multimappers_All	Counts_Multimappers_Scaled	Counts_Multimappers_BestMapping	Multimaped Reads %	Control:Counts_Unique	Control:Counts_Multimappers_All	Control:Counts_Multimappers_Scaled	Control:Counts_Multimappers_BestMapping	Same Strand: Host_gene_name	Same Strand: Host_gene_ensembl_id	Same Strand: RNA_type	Same Strand: Repeat_Type	Same Strand: Intron Exon	Same Strand: RNA_type_Classification	Same Strand: ncRNA_Classification	Opposite Strand: Host_gene_name	Opposite Strand: Host_gene_ensembl_id	Opposite Strand: RNA_type	Opposite Strand: Repeat_Type	Opposite Strand: Intron Exon	Opposite Strand: RNA_type_Classification	Opposite Strand: ncRNA_Classification	Both Strand: RNA_type_Classification	MM_number	MM_Alt_Peaktype	MM_Same_Peaktype	MM_biotype	MM_Prec_Alt_Peaktype	MM_Alt_Alignments	iCount_peak
chr1:153925628-153925677	+		5	9	5.01	5	44.4444444444444	0	0	0	0				Simple_repeat		Repeat Element							no Feature		Repeat Element							0
chr1:154914951-154915008	-		17	20	17.6	17	15	0	0	0	0						no Feature					Simple_repeat		Repeat Element		Antisense Feature							0
chr1:155109389-155109441	+		10	10	10	10	0	0	0	0	0				Simple_repeat		Repeat Element							no Feature		Repeat Element							0
chr1:155248558-155248616	-		9	13	10.58	9	30.7692307692308	0	0	0	0				SINE		Repeat Element					SINE,Simple_repeat		Repeat Element		Repeat Element							0
chr1:155500443-155500506	-		12	16	12.51	13	25	0	0	0	0						no Feature					Simple_repeat		Repeat Element		Antisense Feature							0
chr1:156018556-156018614	-		6	7	6.05	6	14.2857142857143	0	0	0	0	Tor1aip1	ENSMUSG00000026466	protein_coding	SINE	intron	Repeat Element					Simple_repeat		Repeat Element		Repeat Element							0
chr1:156195112-156195157	+		6	7	6.2	6	14.2857142857143	0	0	0	0				Simple_repeat		Repeat Element		Fam163a	ENSMUSG00000015484	protein_coding		intron	protein_coding: Intron		Repeat Element							0
chr1:156568057-156568111	+		57	57	57	57	0	2	2	2	2	Abl2	ENSMUSG00000026596	protein_coding	Low_complexity	intron	Repeat Element							no Feature		Repeat Element							1
chr1:156659522-156659581	+		8	8	8	8	0	0	0	0	0				SINE,Simple_repeat		Repeat Element		Tor3a	ENSMUSG00000060519	protein_coding		intron	protein_coding: Intron		Repeat Element							0
chr1:156974374-156974408	+		10	13	10.86	11	23.0769230769231	0	0	0	0						no Feature		Gm28694	ENSMUSG00000101768	lncRNA	SINE		Repeat Element		Antisense Feature							0
chr1:156996139-156996181	+		5	5	5	5	0	0	0	0	0						no Feature		Gm28694	ENSMUSG00000101768	lncRNA	SINE		Repeat Element		Antisense Feature							0
chr1:157084878-157084917	-		5	6	5.5	5	16.6666666666667	0	0	0	0						no Feature					Simple_repeat		Repeat Element		Antisense Feature							0
chr1:157093536-157093583	-		5	5	5	5	0	0	0	0	0						no Feature					SINE		Repeat Element		Antisense Feature							0
chr1:157391061-157391085	-		15	15	15	15	0	1	1	1	1	Rasal2	ENSMUSG00000070565	protein_coding	SINE	intron	Repeat Element							no Feature		Repeat Element							1
chr1:157418461-157418501	-		5	5	5	5	0	0	0	0	0				SINE,DNA		Repeat Element		2810025M15Rik	ENSMUSG00000049881	pseudogene			pseudogene		Repeat Element							0
chr1:15755534-15755569	+		6	6	6	6	0	0	0	0	0						no Feature					LINE		Repeat Element		Antisense Feature							0
chr1:158953487-158953544	+		5	8	5.92	5	37.5	0	0	0	0				Simple_repeat		Repeat Element		Pappa2	ENSMUSG00000073530	protein_coding		intron	protein_coding: Intron		Repeat Element							0
chr1:159313731-159313770	-		8	10	8.2	8	20	0	0	0	0						no Feature		Cop1	ENSMUSG00000040782	protein_coding	Simple_repeat	intron	Repeat Element		Antisense Feature							0
chr1:159316070-159316139	-		12	14	12.54	13	14.2857142857143	0	0	0	0				LTR		Repeat Element		Cop1	ENSMUSG00000040782	protein_coding	Simple_repeat	intron	Repeat Element		Repeat Element							0
chr1:159450137-159450194	-		8	12	9	10	33.3333333333333	0	0	0	0						no Feature					Simple_repeat		Repeat Element		Antisense Feature							0
chr1:159608704-159608763	-		9	10	9.33	9	10	0	0	0	0						no Feature		Tnr	ENSMUSG00000015829	protein_coding	Simple_repeat	intron	Repeat Element		Antisense Feature							0
chr1:159637153-159637204	+		7	18	9.38	10	61.1111111111111	0	0	0	0	Gm10530,Tnr	ENSMUSG00000015829,ENSMUSG00000073528	lncRNA,protein_coding	Satellite	intron	ncRNA	lncRNA						no Feature	lncRNA	ncRNA	32	32	0	lncRNA, Repeat Element, no Feature, protein_coding: Intron	100	chr10:26357025-26357096_Repeat Element, chr11:111074423-111074474_no Feature, chr11:93155374-93155425_Repeat Element, chr14:38971585-38971630_Repeat Element, chr16:51305464-51305520_no Feature, chr2:147875772-147875820_Repeat Element, chr2:152045698-152045753_Repeat Element, chr3:67170683-67170754_no Feature, chr5:44596860-44596905_protein_coding: Intron, chr6:27022085-27022140_no Feature, chr7:29021416-29021481_Repeat Element, chr8:47984316-47984373_protein_coding: Intron, chr8:95364888-95364955_Repeat Element, chr9:89598503-89598552_Repeat Element, chr9:98670816-98670890_Repeat Element	0
chr1:159784462-159784519	+		16	17	16.5	16	5.88235294117647	1	1	1	1	Tnr	ENSMUSG00000015829	protein_coding		intron	protein_coding: Intron					LINE		Repeat Element		Antisense Feature							0
chr1:159879426-159879484	-		6	7	6.03	6	14.2857142857143	0	0	0	0						no Feature		Tnr	ENSMUSG00000015829	protein_coding	Simple_repeat	intron	Repeat Element		Antisense Feature							0
chr1:160972065-160972110	+		54	54	54	54	0	2	2	2	2	Rc3h1	ENSMUSG00000040423	protein_coding		exon	protein_coding: exon							no Feature		protein_coding: exon							1
chr1:161269432-161269486	-		5	5	5	5	0	0	0	0	0				LTR		Repeat Element					Simple_repeat		Repeat Element		Repeat Element							0
chr1:161542085-161542125	+		11	38	11.25	12	71.0526315789474	0	1	0.01	0				Simple_repeat		Repeat Element							no Feature		Repeat Element							0
chr1:16186527-16186582	+		25	28	26.5	26	10.7142857142857	0	0	0	0				Simple_repeat		Repeat Element							no Feature		Repeat Element							0
chr1:161889475-161889521	+		12	13	12.2	12	7.69230769230769	0	0	0	0				Simple_repeat		Repeat Element					SINE		Repeat Element		Repeat Element							0
chr1:161915441-161915484	-		8	14	10.04	10	42.8571428571429	0	0	0	0				SINE		Repeat Element					Simple_repeat,Low_complexity		Repeat Element		Repeat Element							0
chr1:161968809-161968857	-		5	5	5	5	0	0	0	0	0	4930558K02Rik	ENSMUSG00000086277	protein_coding		intron	protein_coding: Intron					Simple_repeat		Repeat Element		Antisense Feature							0
chr1:162246776-162246831	+		5	10	6.39	6	50	0	0	0	0				Simple_repeat		Repeat Element		Dnm3	ENSMUSG00000040265	protein_coding		intron	protein_coding: Intron		Repeat Element							0
chr1:16257225-16257282	-		9	13	9.42	9	30.7692307692308	0	0	0	0	Stau2	ENSMUSG00000025920	protein_coding		intron	protein_coding: Intron		Gm7568	ENSMUSG00000089982	lncRNA	Simple_repeat		Repeat Element		Antisense Feature							0
chr1:162687789-162687829	+		5	6	5.02	5	16.6666666666667	1	1	1	1						no Feature		Prrc2c	ENSMUSG00000040225	protein_coding	SINE	intron	Repeat Element		Antisense Feature							0
chr1:162738387-162738423	-		33	33	33	33	0	1	1	1	1	Prrc2c	ENSMUSG00000040225	protein_coding		intron	protein_coding: Intron							no Feature		protein_coding: Intron							0
chr1:164124484-164124510	+		14	14	14	14	0	0	0	0	0	Selp	ENSMUSG00000026580	protein_coding	Low_complexity	intron	Repeat Element							no Feature		Repeat Element							0
chr1:165169671-165169734	-		13	23	15.61	17	43.4782608695652	0	0	0	0						no Feature					Simple_repeat		Repeat Element		Antisense Feature							0
chr1:165265733-165265798	+		9	29	12.76	11	68.9655172413793	0	0	0	0				SINE,Simple_repeat		Repeat Element							no Feature		Repeat Element							0
chr1:165491040-165491082	-		7	8	7.5	7	12.5	0	0	0	0						no Feature		Adcy10	ENSMUSG00000026567	protein_coding	LINE,Simple_repeat	intron	Repeat Element		Antisense Feature							0
chr1:16567942-16567979	+		6	7	6.33	7	14.2857142857143	0	0	0	0				Simple_repeat		Repeat Element		Ube2w	ENSMUSG00000025939	protein_coding		intron	protein_coding: Intron		Repeat Element							0
chr1:166705283-166705354	+		8	15	10.4	10	46.6666666666667	0	0	0	0				Simple_repeat		Repeat Element							no Feature		Repeat Element							0
chr1:166931242-166931302	-		8	17	9.97	10	52.9411764705882	0	0	0	0						no Feature					Low_complexity		Repeat Element		Antisense Feature							0
chr1:167152921-167152970	+		6	6	6	6	0	0	0	0	0				SINE,Simple_repeat		Repeat Element							no Feature		Repeat Element							0
chr1:167313415-167313473	+		68	69	68.5	68	1.44927536231884	3	3	3	3	Tmco1	ENSMUSG00000052428	protein_coding		intron	protein_coding: Intron					SINE		Repeat Element		Antisense Feature							0
chr1:167340221-167340535	-		70	716	201.52	204	90.2234636871508	2	19	5.2	3	Gm25911,LSU-rRNA_Hsa	ENSMUSG00000088246	miRNA,rRNA	LTR		ncRNA	miRNA						no Feature	miRNA	ncRNA	689	650	39	rRNA, miRNA, Repeat Element	94.3396226415094	BK000964.3:12746-13100_rRNA, chr1:193632745-193632940_rRNA, chr13:9834304-9834424_Repeat Element, chr16:11144254-11144317_rRNA, chr2:73867874-73868029_rRNA, chr4:139338152-139338447_miRNA, chr6:87997459-87997573_rRNA, chr9:105819298-105819374_rRNA, chr9:118674952-118675167_rRNA, chr9:56223569-56223670_rRNA, chr9:56223758-56223820_miRNA	0
chr1:168287177-168287225	-		6	12	6.31	6	50	0	0	0	0	Pbx1	ENSMUSG00000052534	protein_coding		intron	protein_coding: Intron					Simple_repeat		Repeat Element		Antisense Feature							0
chr1:168521784-168521836	+		6	43	6.62	6	86.046511627907	0	1	0	0				LTR,Simple_repeat		Repeat Element							no Feature		Repeat Element							0
chr1:169840880-169840919	+		5	5	5	5	0	0	0	0	0				Simple_repeat		Repeat Element							no Feature		Repeat Element							0
chr1:169880378-169880434	-		5	6	5.5	5	16.6666666666667	0	0	0	0						no Feature					Simple_repeat		Repeat Element		Antisense Feature							0
chr1:170111278-170111352	-		5	9	6	7	44.4444444444444	0	0	0	0						no Feature					Simple_repeat		Repeat Element		Antisense Feature							0
chr1:170453935-170454001	+		39	46	42.25	44	15.2173913043478	0	0	0	0				Simple_repeat		Repeat Element		Nos1ap	ENSMUSG00000038473	protein_coding		intron	protein_coding: Intron		Repeat Element							0
chr1:170873643-170873680	-		5	5	5	5	0	0	0	0	0						no Feature		Gm9929	ENSMUSG00000053925	lncRNA	Simple_repeat		Repeat Element		Antisense Feature							0
chr1:171033933-171033988	-		25	305	67.03	62	91.8032786885246	0	10	1.41	2	tRNA-Asn-AAC		tRNA			ncRNA	tRNA						no Feature	tRNA	ncRNA	1015	0	1015	tRNA	0	chr10:80249168-80249241_tRNA, chr11:97702441-97702513_tRNA, chr15:16275944-16275996_tRNA, chr2:18587040-18587108_tRNA, chr3:96322083-96322151_tRNA, chr3:96334614-96334679_tRNA, chr3:96402227-96402296_tRNA, chr3:96497808-96497858_tRNA, chr5:149228995-149229047_tRNA	0
chr1:171037025-171037091	-		8	652	93.63	86	98.7730061349693	0	21	3	5	tRNA-Asp-GAY		tRNA			ncRNA	tRNA						no Feature	tRNA	ncRNA	2235	0	2235	tRNA	0	chr1:171065352-171065420_tRNA, chr1:171102380-171102492_tRNA, chr10:91182096-91182159_tRNA, chr10:93452974-93453040_tRNA, chr11:69040992-69041060_tRNA, chr13:21911322-21911390_tRNA, chr13:21935485-21935559_tRNA, chr13:21940310-21940381_tRNA, chr5:100992873-100992936_tRNA, chr5:125405596-125405669_tRNA, chr5:125409012-125409078_tRNA	0
chr1:171037994-171038062	-		23	171	66.19	56	86.5497076023392	1	8	3.41	2	tRNA-Gly-GGA		tRNA			ncRNA	tRNA						no Feature	tRNA	ncRNA	201	0	201	tRNA	0	chr1:171102762-171102832_tRNA, chr11:69041271-69041343_tRNA, chr3:96501005-96501074_tRNA	0
chr1:171065352-171065420	-		24	661	111	104	96.3691376701967	0	21	2.83	4	tRNA-Asp-GAY		tRNA			ncRNA	tRNA						no Feature	tRNA	ncRNA	2278	0	2278	tRNA	0	chr1:171037025-171037091_tRNA, chr1:171102380-171102492_tRNA, chr10:91182096-91182159_tRNA, chr10:93452974-93453040_tRNA, chr11:69040992-69041060_tRNA, chr13:21911322-21911390_tRNA, chr13:21935485-21935559_tRNA, chr13:21940310-21940381_tRNA, chr5:100992873-100992936_tRNA, chr5:125405596-125405669_tRNA, chr5:125409012-125409078_tRNA	0
chr1:171102380-171102492	+		39	509	76.62	70	92.3379174852652	0	13	0.93	0	tRNA-Asp-GAY		tRNA	Simple_repeat		ncRNA	tRNA						no Feature	tRNA	ncRNA	2180	0	2180	tRNA	0	chr1:171037025-171037091_tRNA, chr1:171065352-171065420_tRNA, chr10:91182096-91182159_tRNA, chr10:93452974-93453040_tRNA, chr11:69040992-69041060_tRNA, chr13:21911322-21911390_tRNA, chr13:21935485-21935559_tRNA, chr13:21940310-21940381_tRNA, chr5:100992873-100992936_tRNA, chr5:125405596-125405669_tRNA, chr5:125409012-125409078_tRNA	0
chr1:171102762-171102832	+		5	119	22.8	27	95.7983193277311	0	5	0.68	0	tRNA-Gly-GGA		tRNA			ncRNA	tRNA						no Feature	tRNA	ncRNA	163	0	163	tRNA	0	chr1:171037994-171038062_tRNA, chr11:69041271-69041343_tRNA, chr3:96501005-96501074_tRNA	0
chr1:171103038-171103119	+		10	886	124.87	135	98.8713318284424	0	31	3.79	2	tRNA-Glu-GAG_		tRNA			ncRNA	tRNA						no Feature	tRNA	ncRNA	2401	0	2401	tRNA	0	chr10:30811136-30811217_tRNA, chr11:58302173-58302251_tRNA, chr13:18215261-18215300_tRNA, chr13:21160778-21160859_tRNA, chr17:56091999-56092078_tRNA, chr3:96501442-96501510_tRNA, chr3:97158094-97158161_tRNA, chr6:102348537-102348583_tRNA	0
chr1:171111459-171111520	+		9	300	68.02	67	97	0	10	1.88	1	tRNA-Val-GTG		tRNA			ncRNA	tRNA						no Feature	tRNA	ncRNA	778	0	778	tRNA	0	chr11:48818540-48818618_tRNA, chr13:22015789-22015864_tRNA, chr13:22026546-22026625_tRNA, chr13:23307629-23307703_tRNA, chr13:23446139-23446217_tRNA, chr3:30601286-30601346_tRNA, chr3:96332737-96332817_tRNA, chr6:10100371-10100444_tRNA	0
chr1:171343819-171343865	-		5	27	5.28	5	81.4814814814815	0	0	0	0	Nit1	ENSMUSG00000013997	protein_coding		intron,exon	protein_coding: Intron					Simple_repeat		Repeat Element		Antisense Feature							0
chr1:171453810-171453856	+		54	54	54	54	0	1	1	1	1	F11r	ENSMUSG00000038235	protein_coding		intron	protein_coding: Intron							no Feature		protein_coding: Intron							1
chr1:171669465-171669512	+		17	45	25.83	25	62.2222222222222	0	1	0.33	0	tRNA-Arg-CGY_		tRNA			ncRNA	tRNA						no Feature	tRNA	ncRNA	6	0	6	tRNA	0	chr13:22021136-22021191_tRNA, chr9:123529421-123529471_tRNA	0
chr1:171732264-171732331	-		11	17	12.2	12	35.2941176470588	0	0	0	0						no Feature					Simple_repeat		Repeat Element		Antisense Feature							0
chr1:172252871-172252936	-		7	89	14.33	15	92.1348314606742	0	5	0.56	1	Atp1a4	ENSMUSG00000007107	protein_coding		intron	protein_coding: Intron					Simple_repeat		Repeat Element		Antisense Feature							0
chr1:172331859-172331891	-		6	10	8	8	40	0	0	0	0						no Feature					SINE,Low_complexity		Repeat Element		Antisense Feature							0
chr1:173505848-173505887	-		6	15	7.7	7	60	0	0	0	0				LINE		Repeat Element					Simple_repeat		Repeat Element		Repeat Element							0
chr1:173659818-173659861	+		8	42	13.78	12	80.9523809523809	0	0	0	0				Simple_repeat		Repeat Element							no Feature		Repeat Element							1
chr1:174551442-174551486	+		54	54	54	54	0	1	1	1	1	Fmn2	ENSMUSG00000028354	protein_coding		intron	protein_coding: Intron							no Feature		protein_coding: Intron							1
chr1:174558919-174558974	+		20	23	21.5	21	13.0434782608696	0	0	0	0	Fmn2	ENSMUSG00000028354	protein_coding	LTR	intron	Repeat Element							no Feature		Repeat Element							0
chr1:175041139-175041183	+		14	14	14	14	0	0	0	0	0				Simple_repeat		Repeat Element							no Feature		Repeat Element							0
chr1:176142312-176142352	+		10	14	11.53	10	28.5714285714286	0	0	0	0				SINE,Simple_repeat		Repeat Element		Pld5	ENSMUSG00000055214	protein_coding	SINE	intron	Repeat Element		Repeat Element							0
chr1:176501434-176501492	-		10	36	10.05	10	72.2222222222222	0	1	0	0	Gm36536	ENSMUSG00000104021	lncRNA			lncRNA					Simple_repeat		Repeat Element		Antisense Feature							0
chr1:17698671-17698716	-		5	5	5	5	0	0	0	0	0	Gm16070	ENSMUSG00000085125	lncRNA			lncRNA					Simple_repeat		Repeat Element		Antisense Feature							0
chr1:177548079-177548138	-		5	5	5	5	0	0	0	0	0						no Feature					Simple_repeat,Other		Repeat Element		Antisense Feature							0
chr1:177955946-177955993	+		6	11	6.56	6	45.4545454545455	0	0	0	0	Catspere1	ENSMUSG00000102483	protein_coding	Simple_repeat	intron	Repeat Element							no Feature		Repeat Element							0
chr1:179163980-179164015	-		27	31	27.74	28	12.9032258064516	1	1	1	1	Smyd3	ENSMUSG00000055067	protein_coding		intron	protein_coding: Intron							no Feature		protein_coding: Intron							0
chr1:179963527-179963583	+		53	53	53	53	0	2	2	2	2	Cdc42bpa	ENSMUSG00000026490	protein_coding	Low_complexity	intron	Repeat Element					LINE		Repeat Element		Repeat Element							0
chr1:180539978-180540032	+		8	21	8.51	8	61.9047619047619	0	2	0	0				SINE,Simple_repeat		Repeat Element							no Feature		Repeat Element							0
chr1:180681123-180681158	+		28	28	28	28	0	1	1	1	1	Lin9	ENSMUSG00000058729	protein_coding		exon	protein_coding: exon							no Feature		protein_coding: exon							1
chr1:180936810-180936874	+		34	44	35.4	36	22.7272727272727	0	0	0	0	Lefty1	ENSMUSG00000038793	protein_coding	Simple_repeat	intron	Repeat Element							no Feature		Repeat Element							0
chr1:181310078-181310119	+		5	5	5	5	0	0	0	0	0				Simple_repeat		Repeat Element					SINE		Repeat Element		Repeat Element							0
chr1:18166643-18166690	+		6	8	6.5	7	25	0	0	0	0				Simple_repeat		Repeat Element							no Feature		Repeat Element							0
chr1:181823584-181823651	-		24	24	24	24	0	0	0	0	0	Lbr	ENSMUSG00000004880	protein_coding		intron	protein_coding: Intron					DNA		Repeat Element		Antisense Feature							0
chr1:181834156-181834211	-		6	22	8.21	9	72.7272727272727	0	0	0	0	Lbr	ENSMUSG00000004880	protein_coding		intron	protein_coding: Intron					SINE		Repeat Element		Antisense Feature							0
chr1:181983221-181983255	-		28	28	28	28	0	0	0	0	0	Enah	ENSMUSG00000022995	protein_coding	SINE	intron	Repeat Element							no Feature		Repeat Element							1
chr1:181987372-181987438	-		45	45	45	45	0	2	2	2	2	Enah	ENSMUSG00000022995	protein_coding		intron	protein_coding: Intron							no Feature		protein_coding: Intron							1
chr1:183321729-183321754	+		16	16	16	16	0	0	0	0	0	Aida	ENSMUSG00000042901	protein_coding		intron	protein_coding: Intron							no Feature		protein_coding: Intron							0
chr1:184099297-184099351	-		5	20	5.06	5	75	0	0	0	0						no Feature					Simple_repeat		Repeat Element		Antisense Feature							0
chr1:185050450-185050493	-		7	7	7	7	0	0	0	0	0						no Feature					SINE,Simple_repeat		Repeat Element		Antisense Feature							0
chr1:185371221-185371267	+		8	9	8.2	8	11.1111111111111	0	0	0	0	Eprs	ENSMUSG00000026615	protein_coding	Simple_repeat	intron	Repeat Element					SINE		Repeat Element		Repeat Element							0
chr1:185390762-185390809	+		5	8	6.25	6	37.5	0	0	0	0	Eprs	ENSMUSG00000026615	protein_coding	Low_complexity	intron	Repeat Element					SINE		Repeat Element		Repeat Element							0
chr1:185463657-185463716	+		5	5	5	5	0	0	0	0	0	Slc30a10	ENSMUSG00000026614	protein_coding	Simple_repeat	intron	Repeat Element					SINE		Repeat Element		Repeat Element							0
chr1:18554012-18554073	+		7	8	7.5	7	12.5	0	0	0	0				LINE,Simple_repeat		Repeat Element							no Feature		Repeat Element							0
chr1:185573505-185573551	-		5	13	8.7	8	61.5384615384615	0	0	0	0						no Feature					Simple_repeat		Repeat Element		Antisense Feature							0
chr1:186484203-186484309	-		6	16	7.55	8	62.5	0	0	0	0						no Feature					Simple_repeat		Repeat Element		Antisense Feature							0
chr1:187637752-187637791	-		11	16	13.25	13	31.25	1	1	1	1	Gm36388	ENSMUSG00000103961	lncRNA			lncRNA		Esrrg	ENSMUSG00000026610	protein_coding	Simple_repeat	intron	Repeat Element		Antisense Feature							0
chr1:187967644-187967681	-		5	5	5	5	0	0	0	0	0				SINE		Repeat Element		Esrrg	ENSMUSG00000026610	protein_coding		intron	protein_coding: Intron		Repeat Element							0
chr1:188118888-188118937	-		5	13	7.18	7	61.5384615384615	0	0	0	0						no Feature		Esrrg	ENSMUSG00000026610	protein_coding	Simple_repeat	intron	Repeat Element		Antisense Feature							0
chr1:188941433-188941478	+		8	10	8.19	8	20	0	0	0	0	Ush2a,tRNA-Asn-AAC	ENSMUSG00000026609	protein_coding,tRNA		intron	ncRNA	tRNA						no Feature	tRNA	ncRNA							0
chr1:189539558-189539595	+		12	14	12.7	13	14.2857142857143	0	0	0	0				SINE,Simple_repeat		Repeat Element							no Feature		Repeat Element							0
chr1:189570518-189570562	-		5	16	6.01	5	68.75	0	0	0	0						no Feature					LTR,Simple_repeat		Repeat Element		Antisense Feature							0
chr1:189711939-189711981	-		5	8	5.7	6	37.5	0	0	0	0						no Feature					Simple_repeat		Repeat Element		Antisense Feature							0
chr1:189739229-189739285	+		9	11	10	10	18.1818181818182	0	0	0	0	Ptpn14	ENSMUSG00000026604	protein_coding	Simple_repeat	intron	Repeat Element							no Feature		Repeat Element							0
chr1:189845447-189845482	+		34	34	34	34	0	1	1	1	1	Ptpn14	ENSMUSG00000026604	protein_coding		intron	protein_coding: Intron					SINE		Repeat Element		Antisense Feature							1
chr1:190988495-190988557	-		6	13	6.5	7	53.8461538461538	0	0	0	0						no Feature					Simple_repeat		Repeat Element		Antisense Feature							0
chr1:191022951-191022996	-		43	44	43.2	43	2.27272727272727	2	2	2	2	Flvcr1	ENSMUSG00000066595	protein_coding		intron	protein_coding: Intron					SINE		Repeat Element		Antisense Feature							1
chr1:191120925-191121178	+		27	501	103.59	93	94.6107784431138	0	14	2.14	1	LSU-rRNA_Hsa		rRNA			ncRNA	rRNA						no Feature	rRNA	ncRNA	910	309	601	rRNA, Repeat Element, miRNA	33.956043956044	BK000964.3:10841-11493_rRNA, BK000964.3:11667-11997_rRNA, chr1:113903985-113904277_Repeat Element, chr1:46075935-46076184_Repeat Element, chr12:80441372-80441523_rRNA, chr13:112578153-112578359_rRNA, chr13:112578633-112578738_rRNA, chr14:56693995-56694187_rRNA, chr17:24665939-24666151_rRNA, chr17:7952220-7952394_rRNA, chr17:81838286-81838576_rRNA, chr18:54699059-54699377_rRNA, chr19:22851928-22852172_rRNA, chr2:5379050-5379374_rRNA, chr3:121249781-121250021_rRNA, chr3:5860521-5860812_rRNA, chr4:45346415-45346703_rRNA, chr4:72027987-72028116_rRNA, chr5:114851974-114852082_miRNA, chr7:120754000-120754247_rRNA, chrX:116287108-116287381_rRNA	1
