	CLIP_ID	Transcript	Closest LISI_Dist SameStrand	Upstream LISI_Dist SameStrand	Downstream LISI_Dist SameStrand	Closest repClass SameStrand	Closest repName SameStrand	Closest LISI_Dist OppositeStrand	Upstream LISI_Dist OppositeStrand	Downstream LISI_Dist OppositeStrand	Closest repClass OppositeStrand	Closest repName OppositeStrand	Closest LISI_Dist BothStrand	Upstream LISI_Dist BothStrand	Downstream LISI_Dist BothStrand	Closest repClass BothStrand	Closest repName BothStrand
693	chr7:65362841-65362884	ENSMUST00000032729	-702	-702	8417	SINE	B3	0	0	0	SINE	B2_Mm1a	0	0	0	SINE	RSINE1
694	chr7:67956092-67956138	ENSMUST00000005671	0	0	0	LINE	L1MB7	3237	NA	3237	SINE	PB1D10	0	0	0	LINE	L1MB7
695	chr7:68118915-68118957	ENSMUST00000005671	0	0	0	LINE	L1MB7	407	-494	407	SINE	B1_Mur3	0	0	0	LINE	L1MB7
696	chr7:73531272-73531302	ENSMUST00000169922	1024	-2655	1024	SINE	B2_Mm1t	0	0	0	SINE	B3	0	0	0	SINE	B3
697	chr7:78896286-78896338	ENSMUST00000107421	8845	NA	8845	SINE	PB1D7	5640	NA	5640	SINE	B2_Mm2	5640	NA	5640	SINE	B2_Mm2
698	chr7:80061504-80061560	ENSMUST00000049680	-49	-49	7044	SINE	B3	234	-5125	234	SINE	B4A	-49	-49	234	SINE	B3
699	chr7:81226560-81226597	ENSMUST00000026672	1179	-4789	1179	SINE	B2_Mm1t	0	0	0	SINE	PB1D11	0	0	0	SINE	B4A
700	chr7:99973264-99973315	ENSMUST00000080817	352	-4461	352	LINE	L1MEi	129	-2337	129	SINE	B2_Mm1t	129	-2337	129	SINE	B2_Mm1t
701	chr8:105850860-105850900	ENSMUST00000040776	524	NA	524	SINE	B1_Mus2	0	0	0	SINE	B1_Mus2	0	0	0	SINE	B1_Mus2
702	chr8:106960238-106960286	ENSMUST00000212524	-592	-592	1031	SINE	ID_B1	7	-851	7	SINE	B2_Mm1a	7	-592	7	SINE	B2_Mm1a
703	chr8:109814411-109814467	ENSMUST00000093157	-14	-14	378	SINE	B3	-803	-803	1991	SINE	B2_Mm2	-14	-14	378	SINE	B3
704	chr8:10999834-10999873	ENSMUST00000040514	-938	-938	NA	LINE	L1MEg	1179	NA	1179	SINE	B3	-938	-938	1179	LINE	L1MEg
705	chr8:111870467-111870514	ENSMUST00000034431	318	-2292	318	SINE	ID_B1	11	-1981	11	SINE	B2_Mm1t	11	-1981	11	SINE	B2_Mm1t
706	chr8:117171519-117171556	ENSMUST00000064488	1593	-2587	1593	LINE	L1MC4a	-114	-114	694	SINE	B4A	-114	-114	694	SINE	B4A
707	chr8:119811316-119811360	ENSMUST00000034285	-166	-166	NA	SINE	ID2	0	0	0	SINE	PB1D7	0	0	0	SINE	PB1D7
708	chr8:121842009-121842074	ENSMUST00000127664	-186	-186	2100	SINE	B1_Mur4	778	-10062	778	SINE	B3A	-186	-186	778	SINE	B1_Mur4
709	chr8:122607104-122607158	ENSMUST00000015171	0	0	0	SINE	B1_Mus2	382	-834	382	SINE	B1_Mus1	0	0	0	SINE	B1_Mus2
710	chr8:122668393-122668543	ENSMUST00000127984	865	-4916	865	SINE	B1F	-1146	-1146	3797	SINE	MIR	865	-1146	865	SINE	B1F
711	chr8:122964924-122964961	ENSMUST00000098334	-2226	-2226	3865	SINE	B2_Mm2	-297	-297	1254	SINE	B1_Mm	-297	-297	1254	SINE	B1_Mm
712	chr8:122965513-122965539	ENSMUST00000127664	-108	-108	2286	SINE	B1_Mm	1674	-4417	1674	SINE	B2_Mm2	-108	-108	1674	SINE	B1_Mm
713	chr8:123093175-123093220	ENSMUST00000125975	0	0	0	SINE	B3	26	-265	26	SINE	B3	0	0	0	SINE	B3
714	chr8:123911583-123911617	ENSMUST00000044795	-371	-371	903	SINE	RSINE1	0	0	0	SINE	PB1D7	0	0	0	SINE	PB1D7
715	chr8:123913584-123913632	ENSMUST00000044795	-264	-264	1521	SINE	B1_Mus1	726	-2366	726	SINE	B1_Mur4	-264	-264	726	SINE	B1_Mus1
716	chr8:124312867-124312908	ENSMUST00000034458	3020	-8010	3020	SINE	B3A	1475	-1746	1475	SINE	MIRc	1475	-1746	1475	SINE	MIRc
717	chr8:127278559-127278600	ENSMUST00000160272	619	-659	619	SINE	RSINE1	192	-2456	192	LINE	Lx8	192	-659	192	LINE	Lx8
718	chr8:127452790-127452826	ENSMUST00000160272	-1701	-1701	4442	LINE	Lx10	425	-2020	425	SINE	B4A	425	-1701	425	SINE	B4A
719	chr8:128846280-128846322	ENSMUST00000214889	0	0	0	SINE	B1_Mur3	34	-6068	34	LINE	L1Md_T	0	0	0	SINE	B1_Mur3
720	chr8:13349536-13349586	ENSMUST00000170909	-3845	-3845	12422	SINE	B3	-144	-144	4216	SINE	ID	-144	-144	4216	SINE	ID
721	chr8:13356465-13356522	ENSMUST00000170909	5493	-10774	5493	SINE	B3	1551	-2537	1551	SINE	B2_Mm2	1551	-2537	1551	SINE	B2_Mm2
722	chr8:14890618-14890657	ENSMUST00000027554	8657	NA	8657	SINE	ID4	3191	NA	3191	LINE	L2a	3191	NA	3191	LINE	L2a
723	chr8:18628170-18628210	ENSMUST00000039412	250	-420	250	SINE	ID_B1	-18	-18	1547	SINE	B1_Mm	-18	-18	250	SINE	B1_Mm
724	chr8:22586623-22586677	ENSMUST00000009036	2207	-2471	2207	SINE	B3	18	-59	18	SINE	B2_Mm1a	18	-59	18	SINE	B2_Mm1a
725	chr8:23435306-23435348	ENSMUST00000033952	-921	-921	6822	SINE	MIR	2551	-11337	2551	LINE	HAL1	-921	-921	2551	SINE	MIR
726	chr8:25720803-25720864	ENSMUST00000068916	1951	NA	1951	SINE	RSINE1	12	NA	12	SINE	B1_Mus2	12	NA	12	SINE	B1_Mus2
727	chr8:26076522-26076560	ENSMUST00000037182	0	0	0	SINE	PB1D9	933	-1631	933	SINE	ID4_	0	0	0	SINE	PB1D7
728	chr8:33834877-33834915	ENSMUST00000033995	2319	-4025	2319	SINE	ID_B1	-275	-275	3588	SINE	B1_Mus2	-275	-275	2319	SINE	B1_Mus2
729	chr8:3401893-3401933	ENSMUST00000004684	113	-890	113	SINE	B1_Mus2	309	-466	309	SINE	RSINE1	113	-466	113	SINE	B1_Mus2
730	chr8:36123929-36123963	ENSMUST00000110492	1732	-4288	1732	SINE	B1F1	0	0	0	SINE	B4A	0	0	0	SINE	B4A
731	chr8:41350746-41350806	ENSMUST00000034000	641	-1735	641	SINE	B1_Mus1	0	0	0	SINE	B1F	0	0	0	SINE	PB1D10
732	chr8:45016665-45016727	ENSMUST00000191428	3927	-5656	3927	SINE	B1F1	-5031	-5031	16130	SINE	PB1D11	3927	-5031	3927	SINE	B1F1
733	chr8:68651361-68651418	ENSMUST00000078350	2942	-4772	2942	SINE	MIR	-1009	-1009	2166	SINE	PB1D10	-1009	-1009	2166	SINE	PB1D10
734	chr8:68825768-68825820	ENSMUST00000034328	-5464	-5464	NA	SINE	ID_B1	-4171	-4171	NA	SINE	B2_Mm1a	-4171	-4171	NA	SINE	B2_Mm1a
735	chr8:69210615-69210658	ENSMUST00000212681	3461	NA	3461	SINE	B1_Mus1	778	NA	778	SINE	MIR3	778	NA	778	SINE	MIR3
736	chr8:69953561-69953622	ENSMUST00000116463	0	0	0	SINE	PB1	38	-5158	38	SINE	RSINE1	0	0	0	SINE	PB1
737	chr8:69995201-69995240	ENSMUST00000065169	7515	NA	7515	SINE	PB1D11	397	NA	397	SINE	PB1D9	397	NA	397	SINE	PB1D9
738	chr8:70140560-70140602	ENSMUST00000002418	228	-260	228	SINE	B1_Mur2	-466	-466	2644	SINE	ID_B1	228	-260	228	SINE	B1_Mur2
739	chr8:72456536-72456577	ENSMUST00000064853	-3431	-3431	NA	SINE	B1_Mur3	785	-1485	785	SINE	ID_B1	785	-1485	785	SINE	ID_B1
740	chr8:72519794-72519847	ENSMUST00000058534	-880	-880	5380	SINE	B3	-584	-584	2701	SINE	B1_Mus1	-584	-584	2701	SINE	B1_Mus1
741	chr8:85018729-85018785	ENSMUST00000064314	315	-572	315	SINE	ID4_	-2136	-2136	NA	SINE	PB1D11	315	-572	315	SINE	ID4_
742	chr8:86657208-86657251	ENSMUST00000034141	-1638	-1638	6274	LINE	L1M4	0	0	0	SINE	B3	0	0	0	SINE	B3
743	chr8:95480535-95480571	ENSMUST00000056919	-1559	-1559	3904	SINE	PB1D10	-815	-815	966	SINE	B4A	-815	-815	966	SINE	B4A
744	chr9:100764161-100764192	ENSMUST00000129269	-1487	-1487	4031	LINE	L1MA5A	-814	-814	1159	SINE	B1_Mus1	-814	-814	1159	SINE	B1_Mus1
745	chr9:102889254-102889296	ENSMUST00000175883	1537	-3911	1537	SINE	PB1D11	0	0	0	SINE	B1_Mur2	0	0	0	SINE	B1_Mur2
746	chr9:106285553-106285575	ENSMUST00000072206	-2072	-2072	6358	SINE	PB1D9	181	-1076	181	SINE	B2_Mm1a	181	-1076	181	SINE	B2_Mm1a
747	chr9:107835642-107835690	ENSMUST00000183032	-86	-86	4282	SINE	B1_Mur3	538	-3962	538	SINE	B3	-86	-86	538	SINE	B1_Mur3
748	chr9:110085896-110085927	ENSMUST00000062368	-3891	-3891	NA	SINE	B1_Mur4	-2941	-2941	NA	SINE	B1F	-2941	-2941	NA	SINE	B1F
749	chr9:111216592-111216634	ENSMUST00000196981	-193	-193	601	SINE	B1_Mur4	1127	-5293	1127	LINE	L2	-193	-193	601	SINE	B1_Mur4
750	chr9:121351940-121351974	ENSMUST00000210798	-305	-305	4710	LINE	X3_LINE	678	-1300	678	LINE	Lx8b	-305	-305	678	LINE	X3_LINE
751	chr9:19622478-19622520	ENSMUST00000208694	366	NA	366	LINE	L1MB4	900	NA	900	LINE	L1Md_F2	366	NA	366	LINE	L1MB4
752	chr9:22305618-22305681	ENSMUST00000086278	0	0	0	SINE	B1_Mur1	769	NA	769	SINE	B1_Mur1	0	0	0	SINE	B1F
753	chr9:22777694-22777742	ENSMUST00000039798	569	-2532	569	LINE	L1_Mus3	-1148	-1148	1858	SINE	B4A	569	-1148	569	LINE	L1_Mus3
754	chr9:24578504-24578565	ENSMUST00000133010	48	-53	48	SINE	B3	172	-3429	172	LINE	L1_Mus2	48	-53	48	SINE	B3
755	chr9:32540595-32540617	ENSMUST00000016231	2453	NA	2453	SINE	MIRc	4573	NA	4573	SINE	B4	2453	NA	2453	SINE	MIRc
756	chr9:35133726-35133763	ENSMUST00000034539	-4072	-4072	6781	SINE	B1F2	8	-667	8	SINE	B2_Mm1t	8	-667	8	SINE	B2_Mm1t
757	chr9:3642494-3642530	ENSMUST00000115733	-53	-53	24775	LINE	L1_Mus1	0	0	0	LINE	L1_Mur1	0	0	0	LINE	Lx2
758	chr9:36733423-36733447	ENSMUST00000120381	180	-3009	180	SINE	PB1D10	0	0	0	LINE	HAL1	0	0	0	LINE	HAL1
759	chr9:37500611-37500675	ENSMUST00000048604	383	-1862	383	SINE	B2_Mm2	165	-5646	165	SINE	ID_B1	165	-1862	165	SINE	ID_B1
760	chr9:44409888-44409941	NA	NA	NA	NA	NA	NA	-571	-571	NA	SINE	B1_Mus2	-571	-571	NA	SINE	B1_Mus2
761	chr9:44850652-44850680	ENSMUST00000002095	-3608	-3608	6083	SINE	B2_Mm2	112	-345	112	SINE	PB1D11	112	-345	112	SINE	PB1D11
762	chr9:52126082-52126117	ENSMUST00000213645	1353	-5801	1353	SINE	B1_Mus2	-1790	-1790	3328	SINE	B1_Mus1	1353	-1790	1353	SINE	B1_Mus2
763	chr9:57830729-57830769	ENSMUST00000171444	-1171	-1171	1716	SINE	B1F	37	-40	37	SINE	RSINE1	37	-40	37	SINE	RSINE1
764	chr9:58624144-58624182	ENSMUST00000085651	-79	-79	189	SINE	RSINE1	2	-7898	2	SINE	B2_Mm1t	2	-79	2	SINE	B2_Mm1t
765	chr9:59314217-59314266	ENSMUST00000217570	-4584	-4584	NA	SINE	PB1D10	-5758	-5758	NA	LINE	L1MEc	-4584	-4584	NA	SINE	PB1D10
766	chr9:60245908-60245932	ENSMUST00000098660	-905	-905	1407	SINE	B1F	0	0	0	SINE	MIRc	0	0	0	SINE	B4
767	chr9:60676800-60676836	ENSMUST00000114034	325	-2906	325	SINE	ID4	0	0	0	SINE	B1_Mus1	0	0	0	SINE	B1_Mus1
768	chr9:65642251-65642315	ENSMUST00000055844	112	-138	112	SINE	ID_B1	-453	-453	862	SINE	B4	112	-138	112	SINE	ID_B1
769	chr9:65916010-65916052	ENSMUST00000034949	614	-5650	614	SINE	B1_Mur1	0	0	0	SINE	B1_Mur4	0	0	0	SINE	MIRb
770	chr9:65980669-65980706	ENSMUST00000034949	-93	-93	759	SINE	B1_Mm	-1206	-1206	1483	SINE	B1F	-93	-93	759	SINE	B1_Mm
771	chr9:66102980-66103032	ENSMUST00000034946	-844	-844	2297	SINE	PB1D7	1879	-1951	1879	SINE	B3	-844	-844	1879	SINE	PB1D7
772	chr9:66457036-66457073	ENSMUST00000042824	0	0	0	SINE	ID_B1	186	-1532	186	SINE	PB1D10	0	0	0	SINE	ID_B1
773	chr9:67026499-67026536	ENSMUST00000113707	-2470	-2470	NA	SINE	B1_Mur1	1230	-7803	1230	SINE	RSINE1	1230	-2470	1230	SINE	RSINE1
774	chr9:71629660-71629700	ENSMUST00000072899	0	0	0	SINE	ID_B1	1882	-3523	1882	LINE	L2b	0	0	0	SINE	ID_B1
775	chr9:71958076-71958129	ENSMUST00000183404	-518	-518	652	SINE	B4A	-206	-206	2141	SINE	B3A	-206	-206	652	SINE	B3A
776	chr9:72293639-72293680	ENSMUST00000098576	269	-1800	269	SINE	B2_Mm1t	-23	-23	68	SINE	ID4_	-23	-23	68	SINE	ID4_
777	chr9:72545549-72545599	ENSMUST00000163401	386	-1591	386	SINE	B3A	0	0	0	SINE	PB1D9	0	0	0	SINE	PB1D9
778	chr9:72581297-72581336	ENSMUST00000163401	912	-1111	912	SINE	B2_Mm2	-25	-25	316	SINE	B1_Mus1	-25	-25	316	SINE	B1_Mus1
779	chr9:72593779-72593818	ENSMUST00000163401	600	-2659	600	SINE	B2_Mm1t	0	0	0	SINE	PB1D9	0	0	0	SINE	PB1D9
780	chr9:72727571-72727632	ENSMUST00000034740	-71	-71	433	SINE	B2_Mm2	23	-512	23	SINE	RSINE1	23	-71	23	SINE	RSINE1
781	chr9:77938144-77938184	ENSMUST00000034904	323	-2503	323	LINE	L1MA5	-233	-233	4107	LINE	L1MA5	-233	-233	323	LINE	L1MA5
782	chr9:7831845-7831894	ENSMUST00000190341	-388	-388	2666	SINE	B1F	0	0	0	SINE	MIRb	0	0	0	SINE	ID_B1
783	chr9:86410426-86410462	ENSMUST00000034986	3132	-4116	3132	SINE	RSINE1	-339	-339	5938	SINE	PB1D10	-339	-339	3132	SINE	PB1D10
784	chr9:90095250-90095290	ENSMUST00000169860	299	-1634	299	SINE	B1_Mus2	-832	-832	2126	SINE	B1_Mus2	299	-832	299	SINE	B1_Mus2
785	chr9:95869712-95869750	ENSMUST00000034980	672	-5098	672	SINE	ID4_	-1088	-1088	2320	SINE	RSINE1	672	-1088	672	SINE	ID4_
786	chr9:95916730-95916773	ENSMUST00000034980	-1125	-1125	2505	SINE	B4	162	-2132	162	SINE	B1_Mus2	162	-1125	162	SINE	B1_Mus2
787	chrX:101133321-101133369	ENSMUST00000156473	-926	-926	1611	SINE	B1_Mur3	7	-468	7	SINE	B2_Mm1t	7	-468	7	SINE	B2_Mm1t
788	chrX:101650939-101650976	ENSMUST00000044475	-762	-762	766	SINE	B2_Mm2	-259	-259	4058	SINE	B1F1	-259	-259	766	SINE	B1F1
789	chrX:101988842-101988876	ENSMUST00000101339	199	-338	199	LINE	L1M5	0	0	0	SINE	RSINE1	0	0	0	SINE	RSINE1
790	chrX:113050260-113050302	ENSMUST00000026607	937	-3694	937	SINE	B3	1713	-2300	1713	LINE	L2b	937	-2300	937	SINE	B3
791	chrX:113305330-113305367	ENSMUST00000067219	205	NA	205	SINE	ID4	4600	NA	4600	SINE	ID4	205	NA	205	SINE	ID4
792	chrX:12593810-12593838	ENSMUST00000033313	0	0	0	SINE	B1_Mur3	-1959	-1959	4752	LINE	L2a	0	0	0	SINE	B1_Mur3
793	chrX:12705311-12705349	ENSMUST00000096495	0	0	0	SINE	PB1D10	-2994	-2994	3178	SINE	PB1D11	0	0	0	SINE	PB1D10
794	chrX:130250544-130250585	ENSMUST00000037854	-305	-305	471	SINE	ID_B1	-2534	-2534	4322	LINE	L1MB1	-305	-305	471	SINE	ID_B1
795	chrX:135760645-135760680	ENSMUST00000113147	1119	-2944	1119	LINE	Lx8b	0	0	0	LINE	L2a	0	0	0	LINE	L2a
796	chrX:142695487-142695550	ENSMUST00000087333	-641	-641	857	SINE	MIR	227	-2706	227	SINE	ID4	227	-641	227	SINE	ID4
797	chrX:150541186-150541219	ENSMUST00000112725	-138	-138	1472	SINE	B3	1785	-2323	1785	SINE	B1_Mus2	-138	-138	1472	SINE	B3
798	chrX:151085345-151085397	ENSMUST00000026296	0	0	0	LINE	L2a	423	-794	423	SINE	MIRc	0	0	0	SINE	MIRb
799	chrX:151843572-151843624	ENSMUST00000026292	-1342	-1342	1395	SINE	B3	0	0	0	LINE	L1MC5	0	0	0	SINE	MIRb
800	chrX:151905782-151905818	ENSMUST00000026292	-721	-721	2262	LINE	L1_Mus2	182	-3126	182	SINE	MIRc	182	-721	182	SINE	MIRc
801	chrX:157468739-157468792	ENSMUST00000112529	-321	-321	1594	LINE	L1MA5	303	-809	303	SINE	B3	303	-321	303	SINE	B3
802	chrX:160653342-160653383	ENSMUST00000071204	0	0	0	SINE	RSINE1	333	-6243	333	LINE	Lx4B	0	0	0	SINE	RSINE1
803	chrX:167932139-167932193	ENSMUST00000238709	44	-1310	44	SINE	B1_Mus1	2121	-5393	2121	LINE	L1MEd	44	-1310	44	SINE	B1_Mus1
804	chrX:20442903-20442951	ENSMUST00000115384	192	-5317	192	SINE	B4A	0	0	0	LINE	L1Md_F3	0	0	0	LINE	L1Md_F3
805	chrX:20680532-20680564	ENSMUST00000001989	-1310	-1310	2469	SINE	MIRb	1132	-3314	1132	LINE	L2	1132	-1310	1132	LINE	L2
806	chrX:38419895-38419931	ENSMUST00000061755	-3247	-3247	NA	SINE	ID_B1	-5954	-5954	NA	LINE	Lx5	-3247	-3247	NA	SINE	ID_B1
807	chrX:41865140-41865186	ENSMUST00000047037	0	0	0	SINE	ID4_	-620	-620	4110	LINE	Lx5c	0	0	0	LINE	L1MB7
808	chrX:41900880-41900918	ENSMUST00000047037	419	-441	419	SINE	B1F	0	0	0	LINE	L1MB7	0	0	0	LINE	L1MB7
809	chrX:48277218-48277276	ENSMUST00000080713	-54	-54	2148	LINE	L2c	-1170	-1170	1701	SINE	ID_B1	-54	-54	1701	LINE	L2c
810	chrX:51618556-51618592	ENSMUST00000114871	1344	-5255	1344	LINE	L1_Mus3	-60	-60	859	LINE	L1M4a2	-60	-60	859	LINE	L1M4a2
811	chrX:69738757-69738809	ENSMUST00000033532	2925	-5342	2925	LINE	L1_Mus4	2876	-3838	2876	LINE	L1_Mus4	2876	-3838	2876	LINE	L1_Mus4
812	chrX:77566506-77566550	ENSMUST00000088217	108	-3030	108	SINE	B1_Mus2	-166	-166	660	SINE	RSINE1	108	-166	108	SINE	B1_Mus2
813	chrX:7865397-7865436	ENSMUST00000115668	-769	-769	955	SINE	B1_Mus2	-157	-157	768	SINE	MIRb	-157	-157	768	SINE	MIRb
814	chrX:87708162-87708210	ENSMUST00000078875	-1340	-1340	10537	SINE	B1_Mm	0	0	0	SINE	B4A	0	0	0	SINE	B4A
